date,height1,height2,in_valve1,in_valve2,in_flow,out_valve1,out_valve2,out_flow
2020-02-23 10:00:00,3.3369166666666668,3.4020333333333337,0.0,0.0,509.09610499999997,0.0,0.0,596.3168633333333
2020-02-23 11:00:00,3.2219333333333333,3.2916499999999997,0.0,0.0,507.6754166666667,0.0,0.0,430.31577166666665
2020-02-23 12:00:00,3.1806833333333335,3.2215,0.0,0.0,305.6990433333333,0.0,0.0,444.088745
2020-02-23 13:00:00,3.0501333333333336,3.0825166666666663,0.0,0.0,288.98862833333334,0.0,0.0,471.25404999999995
2020-02-23 14:00:00,2.9129666666666667,2.9440000000000004,0.0,0.0,287.9726116666667,0.0,0.0,394.05999333333335
2020-02-23 15:00:00,2.8416,2.874216666666667,0.0,0.0,290.0978366666667,0.0,0.0,360.12941333333333
2020-02-23 16:00:00,2.758283333333333,2.7895166666666666,0.0,0.0,290.52019,0.0,0.0,375.9877666666667
2020-02-23 17:00:00,2.6486666666666663,2.67825,0.0,0.0,283.46583333333336,0.0,0.0,484.36722833333334
2020-02-23 18:00:00,2.524983333333333,2.5539,0.0,0.0,283.77155166666665,0.0,0.0,355.1719683333333
2020-02-23 19:00:00,2.4278833333333334,2.4583,0.0,0.0,283.0451333333333,0.0,0.0,422.5374333333333
2020-02-23 20:00:00,2.39455,2.4000166666666667,0.0,0.0,522.3598383333333,0.0,0.0,366.84392833333334
2020-02-23 21:00:00,2.4076333333333335,2.4080166666666667,0.0,0.0,527.7293566666666,0.0,0.0,352.98258333333337
2020-02-23 22:00:00,2.404233333333333,2.40195,0.0,0.0,527.2243649999999,0.0,0.0,395.37610666666666
2020-02-23 23:00:00,2.4124666666666665,2.4114166666666668,0.0,0.0,533.74746,0.0,0.0,404.78489666666667
2020-02-24 00:00:00,2.4117666666666664,2.4125,0.0,0.0,540.0856766666667,0.0,0.0,306.18985
2020-02-24 01:00:00,2.474816666666667,2.4772499999999997,0.0,0.0,545.180475,0.0,0.0,320.4197266666667
2020-02-24 02:00:00,2.55415,2.5638833333333335,0.0,0.0,542.8297,0.0,0.0,215.99956833333331
2020-02-24 03:00:00,2.6798333333333333,2.693,0.0,0.0,544.5589133333334,0.0,0.0,195.13288666666668
2020-02-24 04:00:00,2.8118333333333334,2.8249666666666666,0.0,0.0,545.6318766666667,0.0,0.0,192.10811999999999
2020-02-24 05:00:00,2.94605,2.9552,0.0,0.0,594.8846433333333,0.0,0.0,217.853345
2020-02-24 06:00:00,3.1932,3.2272666666666665,0.0,0.0,694.1432626706827,0.0,0.0,272.11298833333336
2020-02-24 07:00:00,3.5433833333333333,3.5669166666666667,0.0,0.0,422.34800232931724,0.0,0.0,351.7419066666667
